x y
0.6627988771323732 -2.4491970233932676
0.670436877020786 -10.661377784161825
0.6795170992610677 0.2445167292888608
0.6825183721266372 -7.137296295604277
0.6837574111984434 5.731547748906469
0.683974181687308 4.138794202238874
0.6881595831448832 -1.2804751452550942
0.6913633330377291 1.3785640231877476
0.697937597974838 -1.2993487075321872
0.7030300357659491 2.253600771935617
0.7336979791653304 -0.3029536606613945
0.7416521956766129 0.20383074070812945
0.7418512944451947 -39.831213476105404
0.7422897232575771 1.3910295486765931
0.745746633941889 -2.076725585541962
0.7561386469437438 -2.657456173779332
0.7591733703181245 -3.936697037668096
0.7704020040841868 6.09429554005452
0.780617103957517 -5.931493600020639
0.782146283009984 -4.742102009989534
0.7839087223384591 -4.89781468558149
0.7853496120676816 -6.358436786309314
0.7936573903013586 -3.5450644896387447
0.7954033759453782 -2.3987308676671075
0.7977601440830486 -10.247967077062324
0.8061348711859461 -9.34589220169848
0.8094460443433498 -7.27839995634914
0.8120303575886307 2.587402678873249
0.8312207688839122 -2.2770449550881553
0.8313950116148953 -9.52685397308851
0.8401732756103854 -0.20084807775519725
0.8461458582397315 2.7292161117542384
0.8591618770890733 -0.8195487338789149
0.8623244523978062 -0.31774990740092596
0.863075443229295 -0.9652788319257596
0.8846698983820024 -2.729281217162624
0.8908918051489874 2.6948439670846795
0.9160564043704764 -1.5825549834057246
0.9237247220179311 -4.479462125696796
0.9262622631509402 14.641433661664731
0.9374750463459655 -3.5780701163500375
0.9526461235316498 -42.17119622914721
0.977402753147005 -5.877451496570905
0.9937277439590854 1.3999870555260683
0.9993422072389625 -6.72110684095387
1.017309648215413 -54.6362958126998
1.0296269996626946 -57.84413893222269
1.038886892166411 -0.3274748083678136
1.0810222302768702 9.416867712562794
1.0995596326988684 -5.737343783761035
